SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,14-00376701,3/17/2014,Garage,,Open,GARAGE,Vacant,FALSE,TRUE,5154,S,LAFLIN,ST,60609,1167209.951,1870526.344,16,9,61,41.80027921,-87.66231895,"(41.80027920515152, -87.66231895196508)"
Vacant/Abandoned Building,14-00376808,3/17/2014,Rear,,Open,,Vacant,TRUE,TRUE,5632,S,SEELEY,AVE,60636,1163655.066,1867296.292,15,7,67,41.79149095,-87.67544648,"(41.791490952902414, -87.67544647888504)"
Vacant/Abandoned Building,14-00339326,3/10/2014,Front,,Boarded,,Vacant,FALSE,FALSE,3551,W,63RD,ST,60629,1153607.934,1862609.607,15,8,66,41.77883506,-87.71241174,"(41.77883506130245, -87.71241174195566)"
Vacant/Abandoned Building,14-00321459,3/6/2014,Front,,Open,REAR,Vacant,FALSE,TRUE,8216,S,KEDZIE,AVE,60652,1156476.711,1849946.946,18,8,70,41.74402942,-87.70223506,"(41.74402942013804, -87.70223505786265)"
Vacant/Abandoned Building,14-00453019,3/31/2014,Front,,Open,,Vacant,FALSE,FALSE,823,W,54TH,ST,60609,1171733.704,1869015.24,20,9,61,41.79603447,-87.64577333,"(41.79603447070434, -87.64577333267329)"
Vacant/Abandoned Building,14-00386299,3/18/2014,Front,,Open,,Vacant,FALSE,FALSE,6043,W,MATSON,AVE,60646,1134834.94,1940275.43,45,16,10,41.99231193,-87.77939843,"(41.992311929238866, -87.77939842829241)"
Vacant/Abandoned Building,14-00387086,3/18/2014,Rear,,Open,REAR,Vacant,FALSE,TRUE,5143,W,WOLFRAM,ST,60641,1141597.619,1918463.383,31,25,19,41.93233506,-87.75506421,"(41.932335060863245, -87.75506420721906)"
Vacant/Abandoned Building,14-00394869,3/19/2014,Front,,Boarded,NOT BOARDED BUT CLOSED AND SECURED,Vacant,FALSE,FALSE,5448,N,MENARD,AVE,60630,1136538.584,1935765.298,45,16,11,41.97990534,-87.77324026,"(41.979905339559494, -87.77324025991203)"
Vacant/Abandoned Building,14-00306755,3/4/2014,Front,,Open,FRONT DOOR IS OPEN,Vacant,FALSE,TRUE,2550,W,51ST,ST,60632,1160142.938,1870766.831,14,9,63,41.8010876,-87.68822932,"(41.80108759790704, -87.68822932433565)"
Vacant/Abandoned Building,14-00461293,4/1/2014,Front,,Boarded,,Vacant,FALSE,FALSE,6249,N,BROADWAY,,60660,1167166.466,1941652.139,49,24,77,41.99545417,-87.66043258,"(41.99545417302792, -87.66043258204962)"
Vacant/Abandoned Building,14-00446947,3/28/2014,Front,,Open,"FRONT DOOR , AND WINDOWS",Vacant,FALSE,FALSE,11819,S,MORGAN,ST,60643,1171786.141,1826445.26,34,5,53,41.67921549,-87.64682629,"(41.67921548882039, -87.64682629011236)"
Vacant/Abandoned Building,14-00448015,3/29/2014,Front,,Open,WINDOWS ARE OPEN,Vacant,FALSE,TRUE,1109,W,115TH,ST,60643,1170957.519,1828539.404,34,5,53,41.68498024,-87.64979858,"(41.68498024434723, -87.64979857628089)"
